OCTUBRE,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5115-0000-0000-00  Otras Prestaciones Sociales y Económicas,5115-1591-1406-06,298071.36,-16559.52,0,281511.84
OCTUBRE,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5115-0000-0000-00  Otras Prestaciones Sociales y Económicas,5115-1591-1407-06,298071.36,-16559.52,0,281511.84
OCTUBRE,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5115-0000-0000-00  Otras Prestaciones Sociales y Económicas,5115-1591-1605-06,298071.36,-16559.52,0,281511.84
OCTUBRE,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5115-0000-0000-00  Otras Prestaciones Sociales y Económicas,5115-1591-1606-06,298071.36,-16559.52,0,281511.84
OCTUBRE,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5115-0000-0000-00  Otras Prestaciones Sociales y Económicas,5115-1591-1609-06,298071.36,-16559.52,0,281511.84
OCTUBRE,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5111-0000-0000-00  Remuneraciones al Personal de Carácter Permanente,5111-1131-1503-06,265371.85,-14742.9,0,250628.95
OCTUBRE,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5111-0000-0000-00  Remuneraciones al Personal de Carácter Permanente,5111-1131-1504-06,265371.85,-14742.9,0,250628.95
OCTUBRE,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5111-0000-0000-00  Remuneraciones al Personal de Carácter Permanente,5111-1131-1505-06,265371.85,-14742.9,0,250628.95
NOVIEMBRE,B. PASIVO,10. Proveedores,2110-0000-0000-00  Cuentas por pagar a corto plazo,2112-0000-0000-00  Proveedores por Pagar a Corto Plazo,2112-0002-2008-00,0,-13706.9,0,-13706.9
JULIO,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5113-0000-0000-00  Remuneraciones Adicionales y Especiales,5113-1342-2401-06,137196.47,-13226.4,0,123970.07
AGOSTO,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5115-0000-0000-00  Otras Prestaciones Sociales y Económicas,5115-1714-2601-06,1021180.29,-11022,0,1010158.29
NOVIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3531-2101-06,162707.4078,-7605.5046,0,155101.9032
NOVIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3531-2201-06,162707.4078,-7605.5046,0,155101.9032
OCTUBRE,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5111-0000-0000-00  Remuneraciones al Personal de Carácter Permanente,5111-1131-1321-06,113646.63,-6356.4,0,107290.23
OCTUBRE,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5111-0000-0000-00  Remuneraciones al Personal de Carácter Permanente,5111-1131-1307-06,114415.25,-6356.4,0,108058.85
OCTUBRE,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5111-0000-0000-00  Remuneraciones al Personal de Carácter Permanente,5111-1131-1319-06,114415.25,-6356.4,0,108058.85
OCTUBRE,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5111-0000-0000-00  Remuneraciones al Personal de Carácter Permanente,5111-1131-1324-06,114415.25,-6356.4,0,108058.85
OCTUBRE,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5111-0000-0000-00  Remuneraciones al Personal de Carácter Permanente,5111-1131-1327-06,114415.25,-6356.4,0,108058.85
OCTUBRE,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5111-0000-0000-00  Remuneraciones al Personal de Carácter Permanente,5111-1131-1331-06,114415.25,-6356.4,0,108058.85
OCTUBRE,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5111-0000-0000-00  Remuneraciones al Personal de Carácter Permanente,5111-1131-1401-06,114415.25,-6356.4,0,108058.85
OCTUBRE,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5111-0000-0000-00  Remuneraciones al Personal de Carácter Permanente,5111-1131-1406-06,114415.25,-6356.4,0,108058.85
OCTUBRE,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5111-0000-0000-00  Remuneraciones al Personal de Carácter Permanente,5111-1131-1407-06,114415.25,-6356.4,0,108058.85
OCTUBRE,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5111-0000-0000-00  Remuneraciones al Personal de Carácter Permanente,5111-1131-1606-06,114415.25,-6356.4,0,108058.85
NOVIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3531-2104-06,135589.5065,-6337.9255,0,129251.581
NOVIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3531-2202-06,108471.6052,-5070.3364,0,103401.2688
NOVIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3531-2203-06,108471.6052,-5070.3364,0,103401.2688
NOVIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3531-2401-06,108471.6052,-5070.3364,0,103401.2688
NOVIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3531-2402-06,108471.6052,-5070.3364,0,103401.2688
MARZO,B. PASIVO,10. Proveedores,2110-0000-0000-00  Cuentas por pagar a corto plazo,2112-0000-0000-00  Proveedores por Pagar a Corto Plazo,2112-0002-0204-00,0,-5000,0,-5000
NOVIEMBRE,B. PASIVO,10. Proveedores,2110-0000-0000-00  Cuentas por pagar a corto plazo,2112-0000-0000-00  Proveedores por Pagar a Corto Plazo,2112-0002-0204-00,0,-5000,0,-5000
JULIO,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2101-06,16206.1086,-4858.7612,0,11347.3474
MARZO,B. PASIVO,10. Proveedores,2110-0000-0000-00  Cuentas por pagar a corto plazo,2112-0000-0000-00  Proveedores por Pagar a Corto Plazo,2112-0002-1309-00,0,-4500,0,-4500
JUNIO,B. PASIVO,10. Proveedores,2110-0000-0000-00  Cuentas por pagar a corto plazo,2112-0000-0000-00  Proveedores por Pagar a Corto Plazo,2112-0002-1309-00,0,-4500,0,-4500
NOVIEMBRE,B. PASIVO,10. Proveedores,2110-0000-0000-00  Cuentas por pagar a corto plazo,2112-0000-0000-00  Proveedores por Pagar a Corto Plazo,2112-0002-1309-00,0,-4500,0,-4500
NOVIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3531-2105-06,81353.7039,-3802.7573,0,77550.9466
NOVIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3531-2301-06,81353.7039,-3802.7573,0,77550.9466
NOVIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3531-2302-06,81353.7039,-3802.7573,0,77550.9466
NOVIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3531-2303-06,81353.7039,-3802.7573,0,77550.9466
NOVIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3531-2304-06,81353.7039,-3802.7573,0,77550.9466
NOVIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3531-2701-06,81353.7039,-3802.7573,0,77550.9466
AGOSTO,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5113-0000-0000-00  Remuneraciones Adicionales y Especiales,5113-1321-1101-06,509589.56,-2641.95,0,506947.61
NOVIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3531-2705-06,54235.8026,-2535.1382,0,51700.6644
NOVIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3531-2106-06,27117.9013,-1267.5891,0,25850.3122
NOVIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3531-2204-06,27117.9013,-1267.5891,0,25850.3122
NOVIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3531-2403-06,27117.9013,-1267.5891,0,25850.3122
NOVIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3531-2501-06,27117.9013,-1267.5891,0,25850.3122
NOVIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3531-2702-06,27117.9013,-1267.5891,0,25850.3122
NOVIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3531-2703-06,27117.9013,-1267.5891,0,25850.3122
NOVIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3531-2704-06,27117.9013,-1267.5891,0,25850.3122
OCTUBRE,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5114-0000-0000-00  Seguridad Social,5114-1431-1309-06,7437.01,-413.17,0,7023.84
FEBRERO,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5113-0000-0000-00  Remuneraciones Adicionales y Especiales,5113-1323-1101-06,44765.88,-242.02,0,44523.86
ENERO,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5115-0000-0000-00  Otras Prestaciones Sociales y Económicas,5115-1545-2704-06,0,-1,0,-1
ENERO,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3571-2104-06,0,-0.27,0,-0.27
ENERO,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3571-2101-06,0,-0.04,0,-0.04
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2103-06,104402.8716,-0.0168,457.5,103945.3548
NOVIEMBRE,E. EGRESOS,24. Servicios personales,5110-0000-0000-00  Servicios Personales,5113-0000-0000-00  Remuneraciones Adicionales y Especiales,5113-1321-1101-06,507477.75,-0.01,0,507477.74
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2101-06,21020.2354,-0.0042,0,21020.2312
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2201-06,26545.2354,-0.0042,0,26545.2312
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2104-06,22121.0295,-0.0035,0,22121.026
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2202-06,17696.8236,-0.0028,0,17696.8208
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2203-06,17696.8236,-0.0028,0,17696.8208
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2401-06,17696.8236,-0.0028,0,17696.8208
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2402-06,17696.8236,-0.0028,0,17696.8208
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2105-06,13272.6177,-0.0021,0,13272.6156
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2301-06,13272.6177,-0.0021,0,13272.6156
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2302-06,13272.6177,-0.0021,0,13272.6156
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2303-06,13272.6177,-0.0021,0,13272.6156
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2304-06,13272.6177,-0.0021,0,13272.6156
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2701-06,13272.6177,-0.0021,0,13272.6156
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2705-06,8848.4118,-0.0014,0,8848.4104
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2106-06,4424.2059,-0.0007,0,4424.2052
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2204-06,4424.2059,-0.0007,0,4424.2052
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2403-06,4424.2059,-0.0007,0,4424.2052
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2501-06,4424.2059,-0.0007,0,4424.2052
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2702-06,4424.2059,-0.0007,0,4424.2052
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2703-06,4424.2059,-0.0007,0,4424.2052
SEPTIEMBRE,E. EGRESOS,26. Servicios Generales,5130-0000-0000-00  Servicios Generales,"5135-0000-0000-00  Servicios de Instalación, Reparación, Mantenimiento y Conservación",5135-3553-2704-06,4424.2059,-0.0007,0,4424.2052
NOVIEMBRE,B. PASIVO,10. Proveedores,2110-0000-0000-00  Cuentas por pagar a corto plazo,2112-0000-0000-00  Proveedores por Pagar a Corto Plazo,2112-0002-2003-00,-347931.56,0,-347931.56,0
NOVIEMBRE,B. PASIVO,10. Proveedores,2110-0000-0000-00  Cuentas por pagar a corto plazo,2112-0000-0000-00  Proveedores por Pagar a Corto Plazo,2112-0002-2401-00,-27825,0,-27825,0
ABRIL,B. PASIVO,11. Impuestos y Derechos por pagar,2110-0000-0000-00  Cuentas por pagar a corto plazo,2117-0000-0000-00  Retenciones y Contribuciones por Pagar a Corto Plazo,2117-1005-0000-00,-16101.502,0,-801.886,-15299.616
ENERO,C. PATRIMONIO,16. Patrimonio,3110-0000-0000-00  Aportaciones,3110-0000-0000-00  Aportaciones,3110-0001-0000-00,-61248490.53,0,0,-61248490.53
FEBRERO,C. PATRIMONIO,16. Patrimonio,3110-0000-0000-00  Aportaciones,3110-0000-0000-00  Aportaciones,3110-0001-0000-00,-61248490.53,0,0,-61248490.53
MARZO,C. PATRIMONIO,16. Patrimonio,3110-0000-0000-00  Aportaciones,3110-0000-0000-00  Aportaciones,3110-0001-0000-00,-61248490.53,0,0,-61248490.53
ABRIL,C. PATRIMONIO,16. Patrimonio,3110-0000-0000-00  Aportaciones,3110-0000-0000-00  Aportaciones,3110-0001-0000-00,-61248490.53,0,0,-61248490.53
MAYO,C. PATRIMONIO,16. Patrimonio,3110-0000-0000-00  Aportaciones,3110-0000-0000-00  Aportaciones,3110-0001-0000-00,-61248490.53,0,0,-61248490.53
JUNIO,C. PATRIMONIO,16. Patrimonio,3110-0000-0000-00  Aportaciones,3110-0000-0000-00  Aportaciones,3110-0001-0000-00,-61248490.53,0,0,-61248490.53
JULIO,C. PATRIMONIO,16. Patrimonio,3110-0000-0000-00  Aportaciones,3110-0000-0000-00  Aportaciones,3110-0001-0000-00,-61248490.53,0,0,-61248490.53
